code,old_concept,thesaurus,concept,AAT ID,status
afschrift,Afschrift,Digipolis Thesauri\Documentstatus Type\,transcriptions (documents),300404333,
doorslag,Doorslag,Digipolis Thesauri\Documentstatus Type\,carbon copies,300266791,
foto,Foto,Digipolis Thesauri\Documentstatus Type\,photographs,300046300,
fotokopie,Fotokopie,Digipolis Thesauri\Documentstatus Type\,photocopies,300136847,production
print,Outprint,Digipolis Thesauri\Documentstatus Type\,printouts,300028467,
digitaal,,,,,
