card,card_order,ResourceID,identifier_content,identifier_type,architect_name,alt_names,other_identifier_content,other_identifier_type,dedication_activity_actor,dedication_activity_actor_role,name_givenname,name_type,name_language
Actors,0,f070e0fe-908a-5192-baef-205a41ba8ef9,https://n2t.net/ark:/15052/ebc463d8-625e-482c-bb27-b58ab9bf461d,Brabant Cloud ARK Identifier,,"['H. Rochus', 'Heilige Rochus', 'Rochus', 'Sint Rochus', 'Sint-Rochus', 'St. Rochus']",https://www.wikidata.org/entity/Q152457,Wikidata,"[{""resourceId"": ""f070e0fe-908a-5192-baef-205a41ba8ef9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f374d811-8fc5-54b4-80c8-3c8326cd8834"", ""inverseOntologyProperty"": """"}]",Dedicated to,Rochus van Montpellier,Primary,Nederlands
Actors,0,72fbc11f-90ce-51e8-a058-833ee8ac514a,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Brabant Cloud ARK Identifier,,"['Heiland', 'Heilige Verlosser', 'Sint Salvator', 'Sint-Salvator', 'St. Salvator', 'Redder van de wereld', 'San Salvator']",https://www.wikidata.org/entity/Q51625,Wikidata,"[{""resourceId"": ""72fbc11f-90ce-51e8-a058-833ee8ac514a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cd166f6-f8a9-5c4d-b713-fac057f76159"", ""inverseOntologyProperty"": """"}]",Dedicated to,Salvator Mundi,Primary,Nederlands
Actors,0,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Brabant Cloud ARK Identifier,,"['Maria Koningin van de Vrede', 'Onze-Lieve-Vrouw Koningin van de Vrede', 'Onze-Lieve-Vrouw van Vrede', 'Onze-Lieve-Vrouwe van de Vrede', 'Regina pacis']",https://www.wikidata.org/entity/Q19001811,Wikidata,"[{""resourceId"": ""b8b0613c-3c71-5fbb-ae0b-8537b0cb276f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53e38e78-c158-5095-ae29-12fcf40ccad5"", ""inverseOntologyProperty"": """"}]",Dedicated to,Koningin van de Vrede,Primary,Nederlands
Actors,0,9a3ed96c-07f7-5240-b32c-cd617db961bf,https://n2t.net/ark:/15052/ab567f10-c0ec-4f5c-8d59-1a9b5b98891c,Brabant Cloud ARK Identifier,,"['OLV van Lourdes', 'O.L.V. van Lourdes', 'Onze-Lieve-Vrouw van Lourdes']",https://www.wikidata.org/entity/Q21532387,Wikidata,"[{""resourceId"": ""9a3ed96c-07f7-5240-b32c-cd617db961bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e6dd296c-7ff0-5f5a-9569-e3f332c4691e"", ""inverseOntologyProperty"": """"}]",Dedicated to,Onze Lieve Vrouw van Lourdes,Primary,Nederlands
Actors,0,79334129-248c-5e5b-a26a-8056f430667f,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Brabant Cloud ARK Identifier,,"['O.-L.-Vrouw van Zeven Smarten', 'Zeven Weeën', 'Zeven smarten', 'Maria der Smarten', 'Mater Dolorosa', 'Onze-Lieve-Vrouw der Zeven Weeën', 'Onze-Lieve-Vrouw van 7 Weeën', 'OLV van Zeven Smarten', 'Onze-Lieve-Vrouw van Zeven Smarten']",https://www.wikidata.org/entity/Q1196075,Wikidata,"[{""resourceId"": ""79334129-248c-5e5b-a26a-8056f430667f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""80b5d627-deee-5bad-b092-56afc0d7a394"", ""inverseOntologyProperty"": """"}]",Dedicated to,Onze-Lieve-Vrouw van Smarten,Primary,Nederlands
Actors,0,0759fb60-9fa4-5014-abf4-4988523716a9,https://n2t.net/ark:/15052/e5d2ccc2-427b-4ecc-8508-0c848974e090,Brabant Cloud ARK Identifier,,"['De Tenhemelopneming van Maria', 'Maria Tenhemelopneming', 'Maria-ten-Hemelopneming', 'Onze-Lieve-Vrouw Hemelvaart', 'Onze-Lieve-Vrouw Ten Hemelopneming', 'Hemelvaart van Maria', 'Maria ten hemel opgenomen', 'Maria-Hemelvaart', 'O. L. Vrouw ten Hemel Opgenomen', 'Onze Lieve Vrouwe ten Hemelopneming', 'Onze-Lieve-Vrouw ten Hemel Opgenomen', 'Maria Hemelvaart', 'O.L. Vrouw Hemelvaart']",https://www.wikidata.org/entity/Q162691,Wikidata,"[{""resourceId"": ""0759fb60-9fa4-5014-abf4-4988523716a9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e1c283d5-2a70-5246-807b-28d1239a7717"", ""inverseOntologyProperty"": """"}]",Dedicated to,Maria-Tenhemelopneming,Primary,Nederlands
Actors,0,c8515f7c-5a02-59a3-8f0f-563c84a9c6a5,https://n2t.net/ark:/15052/67ce8cf0-af18-4772-9cfa-21746b609a75,Brabant Cloud ARK Identifier,,"['Maria van Vlaanderen', 'O.L.V. van Vlaanderen', 'Onze Lieve Vrouw van Vlaanderen']",https://www.wikidata.org/wiki/Q1861702,Wikidata,"[{""resourceId"": ""c8515f7c-5a02-59a3-8f0f-563c84a9c6a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""873fbae3-3146-5696-af42-d0d2685097ee"", ""inverseOntologyProperty"": """"}]",Dedicated to,Onze-Lieve-Vrouw van Vlaanderen,Primary,Nederlands
Actors,0,026b8baf-1a4d-572d-85f8-9f47ae9d6b81,https://n2t.net/ark:/15052/f016fa64-8414-49a0-9190-314fbba01bc2,Brabant Cloud ARK Identifier,,"['Onze-Lieve-Vrouw van Loreten', 'O.L.V. van Loreto']",https://www.wikidata.org/wiki/Q9094350,Wikidata,"[{""resourceId"": ""026b8baf-1a4d-572d-85f8-9f47ae9d6b81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6fd770f2-b609-53a1-8b57-a5a938172ecf"", ""inverseOntologyProperty"": """"}]",Dedicated to,Onze-Lieve-Vrouw van Loreto,Primary,Nederlands
Actors,0,e3c84d0e-2131-5aca-9c3f-cec065237281,https://n2t.net/ark:/15052/ac415c0a-6874-4163-bf7a-1ca79974cf2e,Brabant Cloud ARK Identifier,,"['Sint-Petrus-Banden', 'Sint-Pieter in de Banden', 'Sint-Pieters-Banden', ""Petrus' Banden"", 'Sint-Pieters-in-de-Banden', 'Sint-Pietersbanden', 'Sint-Petrus in de boeien', 'St. Petrus in de boeien']",https://www.wikidata.org/entity/Q1221069,Wikidata,"[{""resourceId"": ""e3c84d0e-2131-5aca-9c3f-cec065237281"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5b27296a-0c09-5af9-9b4e-f04e8cc9247f"", ""inverseOntologyProperty"": """"}]",Dedicated to,Sint-Petrus'-Banden,Primary,Nederlands
Actors,0,eee2549a-fb68-5fe1-8bb7-66c4bd2d01ea,https://n2t.net/ark:/15052/a2ede6aa-6ff8-4e65-9991-0d945f6b25ad,Brabant Cloud ARK Identifier,,"['Maria-Boodschap', 'Onze-Lieve-Vrouw Boodschap', 'Annunciatie', 'Aankondiging van de Heer', 'Verkondiging']",https://www.wikidata.org/entity/Q154326,Wikidata,"[{""resourceId"": ""eee2549a-fb68-5fe1-8bb7-66c4bd2d01ea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70a91489-7abe-566d-8806-debb16298a8e"", ""inverseOntologyProperty"": """"}]",Dedicated to,Maria Boodschap,Primary,Nederlands
Actors,0,da6ee3da-2600-566b-85d9-2ddcaebb78cb,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Brabant Cloud ARK Identifier,,"['Christoforus', 'Christoffel van Lycie', 'Christophorus', 'Sint Christoffel', 'Sint Kristoffel', 'Sint-Kristoffel', 'Heilige Christoffel', 'Sint-Christoffel', 'Christoffel', 'H. Christoffel']",https://www.wikidata.org/entity/Q193507,Wikidata,"[{""resourceId"": ""da6ee3da-2600-566b-85d9-2ddcaebb78cb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b66ad28e-0ac9-57ae-89c1-f90627203077"", ""inverseOntologyProperty"": """"}]",Dedicated to,Christoffel van Lycië,Primary,Nederlands
Actors,0,fc1193ee-f528-5876-bef2-9490aea140f8,https://n2t.net/ark:/15052/fbbb6451-25f1-478a-b9aa-c1af144d60df,Brabant Cloud ARK Identifier,,"['Opdracht van de Heilige Maagd Maria in de tempel', 'Maria Presentatie', 'Opdracht van de Moeder Gods in de tempel', 'Onze-Lieve-Vrouw Presentatie']",https://www.wikidata.org/entity/Q1124234,Wikidata,"[{""resourceId"": ""fc1193ee-f528-5876-bef2-9490aea140f8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5c6f9ce0-8088-57f0-b15a-afa4bd80f455"", ""inverseOntologyProperty"": """"}]",Dedicated to,Opdracht van Maria in de tempel,Primary,Nederlands
