ResourceID,id,card,card_order,alternative_name_content,alternative_name_content_type,alternative_name_content_language
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,J. Hurks,Alternative,Nederlands
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,J.M. Hurks,Alternative,Nederlands
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,Jac Hurks,Alternative,Nederlands
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,Jac. Hurks,Alternative,Nederlands
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,Jac.M. Hurks,Alternative,Nederlands
27881843-07fb-5348-a9cf-16adc23cc247,https://n2t.net/ark:/15052/ecdbda64-522a-406e-9ce9-227386626e73,Alternate names,1,Jacobus Maria Hurks,Alternative,Nederlands
d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Alternate names,1,Peter J.J. de Cuyper,Alternative,Nederlands
d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Alternate names,1,P.J.H. Cuypers,Alternative,Nederlands
d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Alternate names,1,Petrus Joseph Hubertus Cuypers,Alternative,Nederlands
d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Alternate names,1,Petrus Josephus Hubertus Cuypers,Alternative,Nederlands
d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Alternate names,1,Pierre Joseph Hubert Cuypers,Alternative,Nederlands
0947996c-2b59-5b15-8802-517126058e37,https://n2t.net/ark:/15052/9926a17c-9342-4d04-a1bd-b57fdce08fbe,Alternate names,1,Paul Louis Denis Bellot,Alternative,Nederlands
0947996c-2b59-5b15-8802-517126058e37,https://n2t.net/ark:/15052/9926a17c-9342-4d04-a1bd-b57fdce08fbe,Alternate names,1,Paul Bellot,Alternative,Nederlands
0947996c-2b59-5b15-8802-517126058e37,https://n2t.net/ark:/15052/9926a17c-9342-4d04-a1bd-b57fdce08fbe,Alternate names,1,P. Bellot,Alternative,Nederlands
0947996c-2b59-5b15-8802-517126058e37,https://n2t.net/ark:/15052/9926a17c-9342-4d04-a1bd-b57fdce08fbe,Alternate names,1,Dom P. Bellot,Alternative,Nederlands
0947996c-2b59-5b15-8802-517126058e37,https://n2t.net/ark:/15052/9926a17c-9342-4d04-a1bd-b57fdce08fbe,Alternate names,1,Dom Bellot,Alternative,Nederlands
212971c7-f16c-5997-b3d1-27754040aa7b,https://n2t.net/ark:/15052/f5c9d1ed-9495-491f-9268-0bb96fcb918c,Alternate names,1,C.M. van Moorsel,Alternative,Nederlands
212971c7-f16c-5997-b3d1-27754040aa7b,https://n2t.net/ark:/15052/f5c9d1ed-9495-491f-9268-0bb96fcb918c,Alternate names,1,Cornelis Marie van Moorsel,Alternative,Nederlands
0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Alternate names,1,S.J. Dings,Alternative,Nederlands
0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Alternate names,1,Stephan Dings,Alternative,Nederlands
0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Alternate names,1,Stephanus Johannes Dings,Alternative,Nederlands
0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Alternate names,1,Steph. J. Dings,Alternative,Nederlands
3889fac8-1371-5d45-8ef7-0c661ab5bfb9,https://n2t.net/ark:/15052/06e6731e-3ce9-4a30-9372-5e5dcc112d93,Alternate names,1,Anton Oomen,Alternative,Nederlands
3889fac8-1371-5d45-8ef7-0c661ab5bfb9,https://n2t.net/ark:/15052/06e6731e-3ce9-4a30-9372-5e5dcc112d93,Alternate names,1,Anthonius Wilhelmus Oomen,Alternative,Nederlands
3889fac8-1371-5d45-8ef7-0c661ab5bfb9,https://n2t.net/ark:/15052/06e6731e-3ce9-4a30-9372-5e5dcc112d93,Alternate names,1,A.W. Oomen,Alternative,Nederlands
cf1aed92-262d-5447-a31b-0156db115329,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Alternate names,1,Henricus Bonsel,Alternative,Nederlands
cf1aed92-262d-5447-a31b-0156db115329,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Alternate names,1,Harrie Bonsel,Alternative,Nederlands
cf1aed92-262d-5447-a31b-0156db115329,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Alternate names,1,H.C. Bonsel,Alternative,Nederlands
4c25357c-159e-58cd-98a5-a8f77914d764,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Alternate names,1,J. Fransen,Alternative,Nederlands
4c25357c-159e-58cd-98a5-a8f77914d764,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Alternate names,1,J. Franssen,Alternative,Nederlands
4c25357c-159e-58cd-98a5-a8f77914d764,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Alternate names,1,Joseph Fransen,Alternative,Nederlands
4c25357c-159e-58cd-98a5-a8f77914d764,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Alternate names,1,Joseph Gustave Constant Franssen,Alternative,Nederlands
4c25357c-159e-58cd-98a5-a8f77914d764,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Alternate names,1,J.G.C Franssen,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Architectenkantoor,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Ingenieursbureau G. en C.G. Geenen,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Architecten- en Ingenieurskantoor G. Geenen en Zn.,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Architectenkantoor Geenen,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Architectenbureau G. en Ir. C.G. Geenen,Alternative,Nederlands
4748ee0d-1461-5132-b0e3-5b4f09630d9f,https://n2t.net/ark:/15052/48b28102-4894-4bf6-a7e5-5a2189b8302c,Alternate names,1,Architectenbureau Geenen,Alternative,Nederlands
6e356b0c-ecdc-55ed-a472-a24c26b39f5b,https://n2t.net/ark:/15052/d1a5580d-4898-4539-98d8-6edb544455e0,Alternate names,1,Ir. Cees Geenen,Alternative,Nederlands
