ResourceID,id,card,card_order,alternative_name_content,alternative_name_content_type,alternative_name_content_language
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van O.L. Vrouw van het Cenakel,Alternative,Nederlands
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van het Cenakel,Alternative,Nederlands
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van Onze Lieve Vrouw der Afzondering in het Cenakel,Alternative,Nederlands
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van Onze-Lieve-Vrouw der Afzondering in het Cenakel,Alternative,Nederlands
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van O.L. Vrouw van het Cenakel FC,Alternative,Nederlands
185d711c-e686-5d09-b40c-443d2263263c,http://www.wikidata.org/entity/Q3344726,alternate_names,1,Zusters van Onze Lieve Vrouw van het Cenakel FC,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Dominicanen OP,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,O.P.,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,OP,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Orde der Predikheren,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Ordo Praedicatorum,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Dominicaner orde,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Predikheren,Alternative,Nederlands
