ResourceID,card,card_order,source_id,digital_reference_uri,alternate_name_content_type,digital_reference_type
7ce30c58-33d6-5c31-9f25-3d2d0d5ab3af,digital_reference,2,2747782,Fort De Ruijter,Alternate,nl
7ce30c58-33d6-5c31-9f25-3d2d0d5ab3af,digital_reference,2,2747782,Sabina Henrican linnoitus,Alternate,fi
7ce30c58-33d6-5c31-9f25-3d2d0d5ab3af,digital_reference,2,2747782,Q18773396,Alternate,wkdt
3d9e713e-caa6-5cea-8347-8ad00409eceb,digital_reference,2,2747806,De Run Rivier,Alternate,
3d9e713e-caa6-5cea-8347-8ad00409eceb,digital_reference,2,2747806,Run,Alternate,
3d9e713e-caa6-5cea-8347-8ad00409eceb,digital_reference,2,2747806,https://en.wikipedia.org/wiki/Run_%28stream%29,Alternate,link
984da098-b1f8-560e-9bdf-331c5c6e43f1,digital_reference,2,2747815,Rukfen,Alternate,
984da098-b1f8-560e-9bdf-331c5c6e43f1,digital_reference,2,2747815,Rucphen,Alternate,
b17397c3-de44-519b-9bc8-09be6482425e,digital_reference,2,2747841,Puigt,Alternate,
b17397c3-de44-519b-9bc8-09be6482425e,digital_reference,2,2747841,Reugt,Alternate,
b17397c3-de44-519b-9bc8-09be6482425e,digital_reference,2,2747841,Ruigt,Alternate,
c5781e1a-d314-5a0b-977f-1c8a0cad30ea,digital_reference,2,2747856,Rucphense en Langendijkse Heide,Alternate,
c5781e1a-d314-5a0b-977f-1c8a0cad30ea,digital_reference,2,2747856,Rucphensche en Langendijksche Heide,Alternate,
768f9dce-f534-5651-904b-218ed0de9ed6,digital_reference,2,2747857,Rucphen,Alternate,
768f9dce-f534-5651-904b-218ed0de9ed6,digital_reference,2,2747857,Gemeente Rucphen,Alternate,
