ResourceID,card,card_order,image_identifier_content,image_identifier_type,image_other_identifier_content,image_other_identifier_type,image_name_content,image_name_content_type,image_name_content_language,image_right_type,image_url
3474ebba-fff0-5947-848b-6befacd911f2,image,11,https://n2t.net/ark:/15052/ec49af87-12d4-43c6-a62a-a17fb380b0b4,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1795,Wikibase,"Oirschot Rijksmonument 519172 Klooster Nazareth, Koestraat 37",Primary,Nederlands,CC0,https://upload.wikimedia.org/wikipedia/commons/2/29/Oirschot_Rijksmonument_519172_Klooster_Nazareth%2C_Koestraat_37.JPG
3474ebba-fff0-5947-848b-6befacd911f2,image,11,https://n2t.net/ark:/15052/b09e57e0-c1e4-4fcc-8ed5-5ac397a0d90d,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1793,Wikibase,Oirschot Rijksmonument 520061 trappenhuis internaat Koestraat 35,Primary,Nederlands,CC0,https://upload.wikimedia.org/wikipedia/commons/c/ca/Oirschot_Rijksmonument_520061_trappenhuis_internaat_Koestraat_35.JPG
3474ebba-fff0-5947-848b-6befacd911f2,image,11,https://n2t.net/ark:/15052/bf093d26-9d64-47e2-9fd6-612de918fabf,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1792,Wikibase,Oirschot Rijksmonument 520062 Rectorswoning Koestraat 39,Primary,Nederlands,CC0,https://upload.wikimedia.org/wikipedia/commons/4/46/Oirschot_Rijksmonument_520062_Rectorswoning_Koestraat_39.JPG
4aa88f79-3782-5dfa-abb5-c83705b0e054,image,11,https://n2t.net/ark:/15052/2ff3018f-dbcc-4095-bf04-f75351d084bd,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q2310,Wikibase,"Megen rijksmonument 28513 Clarissenklooster, Clarastraat 2",Primary,Nederlands,CC0,https://upload.wikimedia.org/wikipedia/commons/0/0e/Megen_rijksmonument_28513_Clarissenklooster%2C_Clarastraat_2.JPG
059f78dd-8ed8-5bbd-a7e5-ca03456f63ff,image,11,https://n2t.net/ark:/15052/338e075c-d68e-4cff-b196-4b1f812fcc53,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1761,Wikibase,Ravenstein - Marktstraat 13,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/d/d4/Ravenstein_-_Marktstraat_13.jpg
c1c45042-cd9f-57fb-9b1a-5250d5718e64,image,11,https://n2t.net/ark:/15052/8c48ffdf-c50d-4579-9507-3c47eee1ef3e,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q6849,Wikibase,Soeterbeeck,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/0/04/Soeterbeeck.jpg
c1c45042-cd9f-57fb-9b1a-5250d5718e64,image,11,https://n2t.net/ark:/15052/5d9a45a8-b15b-47b4-bd0b-9d15a99a0b7d,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1754,Wikibase,"Deursen, ancien couvent Soeterbeeck",Primary,Nederlands,CC0,https://upload.wikimedia.org/wikipedia/commons/0/00/Deursen%2C_ancien_couvent_Soeterbeeck.JPG
9ff6e82b-7fa6-5611-b8a1-2ff832019d93,image,11,https://n2t.net/ark:/15052/ee048eb6-048c-4e90-a41a-076092fb9373,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1881,Wikibase,Vorstenburgh,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/5/5f/Vorstenburgh.jpg
b5015326-f198-5138-ac1c-0b08a61bc942,image,11,https://n2t.net/ark:/15052/12aed601-1e71-4485-b6c7-5e575942fe1d,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1877,Wikibase,T.T Kruisherenklooster Uden,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/6/6f/T.T_Kruisherenklooster_Uden.JPG
7a3095fe-e15e-5b67-941a-26c002ea3840,image,11,https://n2t.net/ark:/15052/b1b6701f-0257-4b60-bfc2-09932b30857e,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1878,Wikibase,T.T Retraitehuis Uden,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/0/0b/T.T_Retraitehuis_Uden.JPG
9af8152f-4e13-5358-ad85-648e2ed28ebd,image,11,https://n2t.net/ark:/15052/c015aa8b-664f-40b2-a5fe-6f9b26dd8966,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1925,Wikibase,Monument 513720 Hoogstraat 6-8 Waalre,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/1/1a/Monument_513720_Hoogstraat_6-8_Waalre.jpg
1448d57f-2835-5403-85dd-f98a293db5fb,image,11,https://n2t.net/ark:/15052/36dfbaba-36fe-4c64-b863-7c3aceccd33b,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1896,Wikibase,Voorburg broederkloost,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/6/69/Voorburg_broederkloost.JPG
931c6ee0-5309-5863-b372-ee3de6e51542,image,11,https://n2t.net/ark:/15052/f570c161-a0e9-4b20-83d7-24888b5c49d4,Brabant Cloud ARK Identifier,http://gebouwen.brabantcloud.nl/entity/Q1904,Wikibase,Veghel - Pastoor van Haarenstraat 44 - Voorm. Nicolaasklooster,Primary,Nederlands,CC BY-SA,https://upload.wikimedia.org/wikipedia/commons/d/dd/Veghel_-_Pastoor_van_Haarenstraat_44_-_Voorm._Nicolaasklooster.jpg
