ResourceID,card,card_order,other_identifier_content,other_identifier_type
92bd21ce-8afb-55ac-9484-4af9ae664387,other_identifiers,2,https://data.brabantcloud.nl/mip-gallery/brabantcloud_mip_kl014-001234,MIP
46213718-95ff-5ae9-805a-643facb316eb,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3085,Wikibase
72ba08f8-004b-5f5c-99a0-911f44f756f8,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3086,Wikibase
a0483d84-fe3d-54d1-a242-4a63b7c9f660,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3087,Wikibase
d76e14bc-6846-5e95-8010-9cc54829b7f0,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3088,Wikibase
99fb636f-3c4a-5340-9e77-e4aafcdaddc9,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3089,Wikibase
7b8df8bc-d6a0-54ee-953c-0c8a1ba52a01,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3093,Wikibase
7b8df8bc-d6a0-54ee-953c-0c8a1ba52a01,other_identifiers,2,https://monumentenregister.cultureelerfgoed.nl/monumenten/10027,RCE Monuments
7b8df8bc-d6a0-54ee-953c-0c8a1ba52a01,other_identifiers,2,https://data.brabantcloud.nl/mip-gallery/brabantcloud_mip_mk016-001143,MIP
cb7c4547-d4c5-5656-8fc5-81e00a64dbf3,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3094,Wikibase
f597dfe9-c312-5d29-b044-a20a855514cd,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3095,Wikibase
ae94dd68-9fc0-5d3a-abe3-be752bfe3d7a,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3096,Wikibase
775fd2b3-a34d-56ae-8c57-97a490fcf29a,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3097,Wikibase
775fd2b3-a34d-56ae-8c57-97a490fcf29a,other_identifiers,2,"['https://www.deurnewiki.nl/wiki/index.php?title=Huize_St._Joseph_(Visser)', 'https://www.deurnewiki.nl/wiki/index.php/Sancta_Maria_(voormalige_kloostergebouwen)']",regioWiki
ef718492-8fb8-5e9d-bf79-88d4b94a7ca2,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3098,Wikibase
ef718492-8fb8-5e9d-bf79-88d4b94a7ca2,other_identifiers,2,https://data.brabantcloud.nl/mip-gallery/brabantcloud_mip_bk087-003240,MIP
dc629acd-47f0-52fc-9614-bc64c4fa4a1e,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3099,Wikibase
b8da3e93-13aa-550a-8f56-59f99055c146,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3100,Wikibase
d7f18907-472c-5930-97ba-a58b005cf866,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3101,Wikibase
d7f18907-472c-5930-97ba-a58b005cf866,other_identifiers,2,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Oosterhout_(gemeente)#Den_Hout,RCE Monuments
d7f18907-472c-5930-97ba-a58b005cf866,other_identifiers,2,https://data.brabantcloud.nl/mip-gallery/brabantcloud_mip_bk082-001894,MIP
63d1ae21-fb40-593e-a574-496f802e65d6,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3102,Wikibase
122ea8b5-cbda-5d6e-ba18-3d157e41476c,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3103,Wikibase
5128ddc5-8078-585c-98ec-528f3df794cb,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3104,Wikibase
4aa6bae9-1adf-5fe8-b509-1839eabc2040,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3105,Wikibase
4aa6bae9-1adf-5fe8-b509-1839eabc2040,other_identifiers,2,https://monumentenregister.cultureelerfgoed.nl/monumenten/518890,RCE Monuments
4aa6bae9-1adf-5fe8-b509-1839eabc2040,other_identifiers,2,https://data.brabantcloud.nl/mip-gallery/brabantcloud_mip_bp067-000361,MIP
2acc2e5e-1896-543f-9978-bad8c6218c99,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3106,Wikibase
4ff7b31a-96d2-5b66-9eba-7f13d0d2fd22,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3107,Wikibase
4b03a1d3-dddc-55f1-8f6b-238df442da89,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3109,Wikibase
da6ecad7-ed97-5207-959a-ff16023f3ae2,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3110,Wikibase
8f7a32cb-b5c4-5a49-95b7-b56dc2e50cc5,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3111,Wikibase
2c11d705-89d3-56ba-9868-77da3c55d64f,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3112,Wikibase
a83dc36c-e97a-512a-bb1d-a83cd1336e5f,other_identifiers,2,http://gebouwen.brabantcloud.nl/entity/Q3113,Wikibase
