card,card_order,ResourceID,identifier_content,identifier_type,name_givenname,alt_names,resource_id,other_identifier_type,id,alternative_name_content,alternative_name_content_type,alternative_name_content_language
Alternate names,1,718a1eaa-c5d1-59b2-878a-2892b29dacf0,,,,,,,https://n2t.net/ark:/15052/d22370d6-61f7-43bc-981b-74b829853dc4,Sint Joachim,Alternative,Nederlands
Actors,0,7200583e-4db4-5c5e-92c0-c694730cb0f8,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,Brabant Cloud ARK Identifier,Joseph Cuypers,"['J.T.J. Cuypers', 'J.Th.J. Cuypers', 'Josephus Theodorus Johannes Cuypers', 'Jos. Cuypers', 'Jos Cuypers']",https://www.wikidata.org/entity/Q560719,Wikidata,,,,
Alternate names,1,7200583e-4db4-5c5e-92c0-c694730cb0f8,,,,,,,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,J.T.J. Cuypers,Alternative,Nederlands
Alternate names,1,7200583e-4db4-5c5e-92c0-c694730cb0f8,,,,,,,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,J.Th.J. Cuypers,Alternative,Nederlands
Alternate names,1,7200583e-4db4-5c5e-92c0-c694730cb0f8,,,,,,,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,Josephus Theodorus Johannes Cuypers,Alternative,Nederlands
Alternate names,1,7200583e-4db4-5c5e-92c0-c694730cb0f8,,,,,,,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,Jos. Cuypers,Alternative,Nederlands
Alternate names,1,7200583e-4db4-5c5e-92c0-c694730cb0f8,,,,,,,https://n2t.net/ark:/15052/7e9c7540-a97a-43cb-9b8d-73e0a8a779b8,Jos Cuypers,Alternative,Nederlands
Actors,0,7200646f-54af-5484-87ef-4c66d9596945,https://n2t.net/ark:/15052/40304eb6-a74f-4617-aa01-31fd3b5ab44d,Brabant Cloud ARK Identifier,A. de Graaf,,,,,,,
Actors,0,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Brabant Cloud ARK Identifier,Michaël,"['Aartsengel Michael', 'Aartsengel Michaël', 'Heilige Michael', 'Michael', 'Sint Michael', 'Sint Michaël', 'Sint-Michael', 'Sint-Michiel', 'Sint-Michaël']",https://www.wikidata.org/entity/Q45581,Wikidata,,,,
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Aartsengel Michael,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Aartsengel Michaël,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Heilige Michael,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Michael,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Sint Michael,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Sint Michaël,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Sint-Michael,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Sint-Michiel,Alternative,Nederlands
Alternate names,1,72d36de0-ea7f-5a04-a3c7-bfb8bde17b08,,,,,,,https://n2t.net/ark:/15052/434fc310-2aa1-4eb9-8bf6-f77c948b4547,Sint-Michaël,Alternative,Nederlands
Actors,0,72fbc11f-90ce-51e8-a058-833ee8ac514a,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Brabant Cloud ARK Identifier,Salvator Mundi,"['Heiland', 'Heilige Verlosser', 'Sint Salvator', 'Sint-Salvator', 'St. Salvator', 'Redder van de wereld', 'San Salvator']",https://www.wikidata.org/entity/Q51625,Wikidata,,,,
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Heiland,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Heilige Verlosser,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Sint Salvator,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Sint-Salvator,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,St. Salvator,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,Redder van de wereld,Alternative,Nederlands
Alternate names,1,72fbc11f-90ce-51e8-a058-833ee8ac514a,,,,,,,https://n2t.net/ark:/15052/19213ed6-78ef-4d10-b5e9-958b9204c63c,San Salvator,Alternative,Nederlands
Actors,0,7361ffab-5d94-5da9-a0e3-c5cf66a0458b,https://n2t.net/ark:/15052/62b1bd9f-5def-4738-9562-7ca8b6da8e27,Brabant Cloud ARK Identifier,A. Oomen,,,,,,,
Actors,0,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,Brabant Cloud ARK Identifier,Marinus Jan Granpré Molière,"['G. Moliere', 'M.J. Granpré Molière', 'Granpré Molière', 'G. Molière', 'Granpre Moliere', 'M.J. Molière', 'G.P. Molière', 'Marinus Jan Granpre Moliere', 'M.J.G. Molière', 'M.J.G. Moliere']",https://www.wikidata.org/entity/Q1898593,Wikidata,,,,
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,G. Moliere,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,M.J. Granpré Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,Granpré Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,G. Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,Granpre Moliere,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,M.J. Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,G.P. Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,Marinus Jan Granpre Moliere,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,M.J.G. Molière,Alternative,Nederlands
Alternate names,1,7378e02f-7e48-5a6a-a5f6-2a142a3ab344,,,,,,,https://n2t.net/ark:/15052/251f63a1-dc23-4e9c-978f-6d5211251d4b,M.J.G. Moliere,Alternative,Nederlands
Actors,0,73ca8255-34cb-5d22-8243-51fd3e2ef60b,https://n2t.net/ark:/15052/370a75b3-aabd-47a2-8bb0-7b2a70ba2ed6,Brabant Cloud ARK Identifier,Gerlachus van Houthem,,https://www.wikidata.org/entity/Q2513383,Wikidata,,,,
Actors,0,746f3551-21b8-573f-824c-ea2891525938,https://n2t.net/ark:/15052/d16b17b6-efa2-4bed-8976-b66e81fdae23,Brabant Cloud ARK Identifier,J.W. van der Putten,,,,,,,
Actors,0,7499656c-42f3-5cc2-8761-b9ade835f2cc,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,Brabant Cloud ARK Identifier,Franciscus Joannus Vervest,"['J. F. Vervest', 'F. Vervest', 'F. J. Vervest']",,,,,,
Alternate names,1,7499656c-42f3-5cc2-8761-b9ade835f2cc,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,J. F. Vervest,Alternative,Nederlands
Alternate names,1,7499656c-42f3-5cc2-8761-b9ade835f2cc,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,F. Vervest,Alternative,Nederlands
Alternate names,1,7499656c-42f3-5cc2-8761-b9ade835f2cc,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,F. J. Vervest,Alternative,Nederlands
Actors,0,7585d15d-695f-5fe1-bcdc-31e769450193,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Brabant Cloud ARK Identifier,Joseph Franssen,"['J. Fransen', 'J. Franssen', 'Joseph Fransen', 'Joseph Gustave Constant Franssen', 'J.G.C Franssen']",https://www.wikidata.org/entity/Q2001666,Wikidata,,,,
Alternate names,1,7585d15d-695f-5fe1-bcdc-31e769450193,,,,,,,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,J. Fransen,Alternative,Nederlands
Alternate names,1,7585d15d-695f-5fe1-bcdc-31e769450193,,,,,,,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,J. Franssen,Alternative,Nederlands
Alternate names,1,7585d15d-695f-5fe1-bcdc-31e769450193,,,,,,,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Joseph Fransen,Alternative,Nederlands
Alternate names,1,7585d15d-695f-5fe1-bcdc-31e769450193,,,,,,,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,Joseph Gustave Constant Franssen,Alternative,Nederlands
Alternate names,1,7585d15d-695f-5fe1-bcdc-31e769450193,,,,,,,https://n2t.net/ark:/15052/8c41c81c-a2bc-4eea-9b0e-3aef33b39e27,J.G.C Franssen,Alternative,Nederlands
Actors,0,75f619cf-970a-517f-94e1-0b27f08437ac,https://n2t.net/ark:/15052/b4fc49c7-5c8f-4dd4-af77-da29f2e119b8,Brabant Cloud ARK Identifier,Theo Asseler,"['Theodoor Asseler', 'Th. Asseler']",https://www.wikidata.org/entity/Q4326392,Wikidata,,,,
Alternate names,1,75f619cf-970a-517f-94e1-0b27f08437ac,,,,,,,https://n2t.net/ark:/15052/b4fc49c7-5c8f-4dd4-af77-da29f2e119b8,Theodoor Asseler,Alternative,Nederlands
Alternate names,1,75f619cf-970a-517f-94e1-0b27f08437ac,,,,,,,https://n2t.net/ark:/15052/b4fc49c7-5c8f-4dd4-af77-da29f2e119b8,Th. Asseler,Alternative,Nederlands
Actors,0,76495881-51cb-5645-944f-399823d0c617,https://n2t.net/ark:/15052/4c21e3f1-ad13-40fd-85d6-f4cef13ae4b6,Brabant Cloud ARK Identifier,Architectenbureau Geenen-Oskam,"['Architectenbureau Geenen en Oskam', 'Geenen en Oskam', 'Geenen & Oskam']",,,,,,
Alternate names,1,76495881-51cb-5645-944f-399823d0c617,,,,,,,https://n2t.net/ark:/15052/4c21e3f1-ad13-40fd-85d6-f4cef13ae4b6,Architectenbureau Geenen en Oskam,Alternative,Nederlands
Alternate names,1,76495881-51cb-5645-944f-399823d0c617,,,,,,,https://n2t.net/ark:/15052/4c21e3f1-ad13-40fd-85d6-f4cef13ae4b6,Geenen en Oskam,Alternative,Nederlands
Alternate names,1,76495881-51cb-5645-944f-399823d0c617,,,,,,,https://n2t.net/ark:/15052/4c21e3f1-ad13-40fd-85d6-f4cef13ae4b6,Geenen & Oskam,Alternative,Nederlands
Actors,0,7679113f-ece1-5f73-933b-c3be70fd9096,https://n2t.net/ark:/15052/f5fc92d1-0e97-4dcb-8f18-33fc8ad235e4,Brabant Cloud ARK Identifier,A. Kohlmann,,,,,,,
Actors,0,76d9b27b-7a55-5d56-b078-5f0e59551538,https://n2t.net/ark:/15052/57049e97-3c8a-48f9-b97c-e1681c2f94f5,Brabant Cloud ARK Identifier,H. Koesen,,,,,,,
Actors,0,780e2002-4917-5577-ab59-a32257fa61bd,https://n2t.net/ark:/15052/aa4a4d7e-ffbb-4564-bd84-3e38963d9bb8,Brabant Cloud ARK Identifier,Gebr. De Vries,,,,,,,
Actors,0,7834fecb-76ba-5d83-b822-b28f100b027d,https://n2t.net/ark:/15052/3f5ae7f7-2686-4b2d-af83-55d615c0d2e4,Brabant Cloud ARK Identifier,W.T.L. Fokker,,,,,,,
Actors,0,78cdf6bd-dba2-5afd-ae39-5f97119292bf,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Brabant Cloud ARK Identifier,Benedictus van Nursia,"['Abbot of Monte Cassino Saint Benedict', 'Sint-Benedictus', 'Sint Benedictus', 'Benedictus van Nurcia', 'Benedictus']",https://www.wikidata.org/entity/Q44265,Wikidata,,,,
Alternate names,1,78cdf6bd-dba2-5afd-ae39-5f97119292bf,,,,,,,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Abbot of Monte Cassino Saint Benedict,Alternative,Nederlands
Alternate names,1,78cdf6bd-dba2-5afd-ae39-5f97119292bf,,,,,,,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Sint-Benedictus,Alternative,Nederlands
Alternate names,1,78cdf6bd-dba2-5afd-ae39-5f97119292bf,,,,,,,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Sint Benedictus,Alternative,Nederlands
Alternate names,1,78cdf6bd-dba2-5afd-ae39-5f97119292bf,,,,,,,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Benedictus van Nurcia,Alternative,Nederlands
Alternate names,1,78cdf6bd-dba2-5afd-ae39-5f97119292bf,,,,,,,https://n2t.net/ark:/15052/881e5c82-5cf3-4e45-b698-235b138e64a1,Benedictus,Alternative,Nederlands
Actors,0,79334129-248c-5e5b-a26a-8056f430667f,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Brabant Cloud ARK Identifier,Onze-Lieve-Vrouw van Smarten,"['O.-L.-Vrouw van Zeven Smarten', 'Zeven Weeën', 'Zeven smarten', 'Maria der Smarten', 'Mater Dolorosa', 'Onze-Lieve-Vrouw der Zeven Weeën', 'Onze-Lieve-Vrouw van 7 Weeën', 'OLV van Zeven Smarten', 'Onze-Lieve-Vrouw van Zeven Smarten']",https://www.wikidata.org/entity/Q1196075,Wikidata,,,,
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,O.-L.-Vrouw van Zeven Smarten,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Zeven Weeën,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Zeven smarten,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Maria der Smarten,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Mater Dolorosa,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw der Zeven Weeën,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw van 7 Weeën,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,OLV van Zeven Smarten,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw van Zeven Smarten,Alternative,Nederlands
Actors,0,7951cf2b-9003-5214-813d-3b3173bc20bc,https://n2t.net/ark:/15052/4e089ace-26ef-4b52-a294-73e47cc82e17,Brabant Cloud ARK Identifier,P. Blomjous,,,,,,,
Actors,0,798e2acb-84da-53c1-80e5-110fb1cbf7cb,https://n2t.net/ark:/15052/66bdbb71-ed86-4e30-ace2-b5fa86ac10ed,Brabant Cloud ARK Identifier,Cees de Bever,"['C.H. de Bever', 'Kees de Bever', 'Cornelis Hubertus (Cees) de Bever', 'C. de Bever']",https://www.wikidata.org/entity/Q2359508,Wikidata,,,,
Alternate names,1,798e2acb-84da-53c1-80e5-110fb1cbf7cb,,,,,,,https://n2t.net/ark:/15052/66bdbb71-ed86-4e30-ace2-b5fa86ac10ed,C.H. de Bever,Alternative,Nederlands
Alternate names,1,798e2acb-84da-53c1-80e5-110fb1cbf7cb,,,,,,,https://n2t.net/ark:/15052/66bdbb71-ed86-4e30-ace2-b5fa86ac10ed,Kees de Bever,Alternative,Nederlands
Alternate names,1,798e2acb-84da-53c1-80e5-110fb1cbf7cb,,,,,,,https://n2t.net/ark:/15052/66bdbb71-ed86-4e30-ace2-b5fa86ac10ed,Cornelis Hubertus (Cees) de Bever,Alternative,Nederlands
Alternate names,1,798e2acb-84da-53c1-80e5-110fb1cbf7cb,,,,,,,https://n2t.net/ark:/15052/66bdbb71-ed86-4e30-ace2-b5fa86ac10ed,C. de Bever,Alternative,Nederlands
Actors,0,7997bc44-7061-5739-aeaf-cfe0f22fde40,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,Brabant Cloud ARK Identifier,Jakobus Cornelis van Buijtenen,"['Jakobus van Buijtenen', 'J.C. van Buijtenen', 'J. van Buytenen', 'J. van Buijtenen', 'ir. J.C. van Buijtenen', 'J.C. van Buytenen', 'ir. Jacobus Cornelis Buijtenen']",http://www.wikidata.org/entity/Q15876842,Wikidata,,,,
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,Jakobus van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J.C. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J. van Buytenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,ir. J.C. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J.C. van Buytenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,ir. Jacobus Cornelis Buijtenen,Alternative,Nederlands
Actors,0,7a07c1bf-0829-5580-84da-74e703c82e29,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Brabant Cloud ARK Identifier,Alphons Siebers,"['Fons Siebers', 'Ir. A. Siebers', 'Peter Alphonsus Maria Siebers', 'A. Siebers', 'P.A.M. Siebers']",https://www.wikidata.org/entity/Q60311953,Wikidata,,,,
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Fons Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Ir. A. Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Peter Alphonsus Maria Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,A. Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,P.A.M. Siebers,Alternative,Nederlands
Actors,0,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Brabant Cloud ARK Identifier,Theresia van Lisieux,"['Sint-Theresia van Lisieux', 'Teresia van Lisieux', 'Sint-Theresia van het kind Jezus', 'St. Theresia van Lisieux', 'Theresia van het kind Jezus', 'Sint Theresia van Lisieux', 'Kleine Theresia', 'Heilige Theresia van het Kind Jezus', 'Heilige Theresia van het Kind Jesus', 'Theresia van het Kind Jezus en het Heilig Aanschijn', 'H. Theresia van het Kind Jezus']",https://www.wikidata.org/entity/Q181715,Wikidata,,,,
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint-Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Teresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint-Theresia van het kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,St. Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Theresia van het kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Kleine Theresia,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Heilige Theresia van het Kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Heilige Theresia van het Kind Jesus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Theresia van het Kind Jezus en het Heilig Aanschijn,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,H. Theresia van het Kind Jezus,Alternative,Nederlands
Actors,0,7c689cfc-0d6a-5fd8-8750-c6b5c6678104,https://n2t.net/ark:/15052/03e10a17-2f53-4a09-a3a6-acdd72303976,Brabant Cloud ARK Identifier,Schrakamp,,,,,,,
Actors,0,7cda6e41-fa2c-5971-9c14-0dda660b8eb1,https://n2t.net/ark:/15052/8e53995b-5def-44e9-91d7-71f3afea2e48,Brabant Cloud ARK Identifier,Hermanus Bekkers,H. Bekkers,,,,,,
Actors,0,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,Brabant Cloud ARK Identifier,Adriaan Goyarts,"['A. Goijaerts', 'A. Goyarts', 'Adriaan Goijaerts']",https://www.wikidata.org/entity/Q2399081,Wikidata,,,,
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,A. Goijaerts,Alternative,Nederlands
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,A. Goyarts,Alternative,Nederlands
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,Adriaan Goijaerts,Alternative,Nederlands
Actors,0,7e8a0f46-f59d-5455-91d1-22d3a46a3785,https://n2t.net/ark:/15052/5bfb640b-e2e1-43ec-b17c-b633929b5db6,Brabant Cloud ARK Identifier,Johannes van Dongen,"['J. van Dongen', 'Jan van Dongen']",,,,,,
