ResourceID,card,card_order,consecration_activity_religion
fbda797a-882d-5536-a3e3-128e33cc11ec,organisation,2,Rooms-Katholieke Kerk
30ad9800-dcf2-5796-9ca3-2963d7aaa5ac,organisation,2,Rooms-Katholieke Kerk
ae20d792-fe69-531e-b0fa-d8fb272e105c,organisation,2,Rooms-Katholieke Kerk
51061681-dab3-5965-8bb7-6bb4e423bcdb,organisation,2,Rooms-Katholieke Kerk
90faad60-34ef-50a8-9b4a-a3bee05d4371,organisation,2,Rooms-Katholieke Kerk
3c584825-e9d1-5367-910c-59cd9f73c2ce,organisation,2,Rooms-Katholieke Kerk
3dfe0de4-a29a-5bc6-92fd-4b74b78f40e0,organisation,2,Rooms-Katholieke Kerk
befb1590-d5a5-5e7b-b041-0c150ef93b19,organisation,2,Rooms-Katholieke Kerk
5da9ebc7-7f00-58c0-9ce4-3386638737ad,organisation,2,Rooms-Katholieke Kerk
e480c35e-3319-50d3-9c26-cd73ad073996,organisation,2,Rooms-Katholieke Kerk
2a0da8e2-1cd0-5077-b4ea-475e47098b7b,organisation,2,Rooms-Katholieke Kerk
dcbb9484-6086-5870-8dbd-2a4c0aa4ccad,organisation,2,Rooms-Katholieke Kerk
1c907a1e-63a2-52d5-afc5-893e77be018c,organisation,2,Rooms-Katholieke Kerk
3e0f479a-4711-5c3a-86f7-18cf58c36d72,organisation,2,Rooms-Katholieke Kerk
234a0346-71d2-5d63-8493-c128c1878c01,organisation,2,Rooms-Katholieke Kerk
af371017-9f03-5da3-9055-9176435fc8fc,organisation,2,Rooms-Katholieke Kerk
750b1fff-184b-53c9-9920-229a35f237f2,organisation,2,Rooms-Katholieke Kerk
417ccb5e-2711-53ce-be1c-ecbc3aaf2d7e,organisation,2,Rooms-Katholieke Kerk
af2f30d6-a0fb-5bc1-bc90-e753e8b89821,organisation,2,Rooms-Katholieke Kerk
1ea65d1b-ec59-5033-a65b-695b005783d4,organisation,2,Rooms-Katholieke Kerk
584efe6b-5448-5b62-a280-2133feef1df1,organisation,2,Rooms-Katholieke Kerk
8ef0637d-bb0b-59e5-a3e9-56c1ed1d8f25,organisation,2,Rooms-Katholieke Kerk
8c14ab18-acde-5b60-b2cf-5405e4d80b75,organisation,2,Rooms-Katholieke Kerk
c22f396d-d6cc-5419-b309-fdc22c980f0d,organisation,2,Rooms-Katholieke Kerk
3be19181-6de5-5511-ad53-074c13d107be,organisation,2,Rooms-Katholieke Kerk
5ebd5482-88bb-5405-b204-0fef5cfbadf3,organisation,2,Rooms-Katholieke Kerk
4323da56-3a13-50c0-8cd2-b2206470ebcd,organisation,2,Rooms-Katholieke Kerk
2513a481-270b-5be4-95bb-e31d2788ed59,organisation,2,Rooms-Katholieke Kerk
c5866b1e-ea54-51d2-8d99-4cdd1b71ff82,organisation,2,Rooms-Katholieke Kerk
5dd5bd7d-dd23-599b-9c3e-ea228ece2eee,organisation,2,Rooms-Katholieke Kerk
21378a2f-bcae-5a29-8e54-949798da7d50,organisation,2,Rooms-Katholieke Kerk
c90a939f-846e-5244-8772-9c06676f1a85,organisation,2,Rooms-Katholieke Kerk
0f97ead7-dd63-5409-95a6-b87924e7a643,organisation,2,Rooms-Katholieke Kerk
d4495632-6cc0-5769-9de5-afd9f91fd6ed,organisation,2,Rooms-Katholieke Kerk
9154550d-32d0-510d-a280-bae23d355798,organisation,2,Rooms-Katholieke Kerk
2f1cfc72-e6db-5491-bd54-dfd3e8e624c8,organisation,2,Rooms-Katholieke Kerk
dfa57f9c-a9e7-5dfa-bd7a-c7b46ec4e9bd,organisation,2,Rooms-Katholieke Kerk
e756923e-2f9a-5387-88c7-b586fe9d5dcc,organisation,2,Rooms-Katholieke Kerk
f10893d4-30a1-5de1-a667-5540e71a4b55,organisation,2,Rooms-Katholieke Kerk
f18f1d6f-9ff1-5834-842d-ef0b440e9133,organisation,2,Rooms-Katholieke Kerk
7ebd6a6e-f5b7-5835-9a11-a0ae06463816,organisation,2,Rooms-Katholieke Kerk
54dd30d7-25d7-598e-9fd7-66344f4f8309,organisation,2,Rooms-Katholieke Kerk
d7c76a7a-8ad7-5991-b0a6-b1fa6dcd0bba,organisation,2,Rooms-Katholieke Kerk
19888572-a3c5-5d75-a6c1-d826b830e55f,organisation,2,Rooms-Katholieke Kerk
1a7f1aa9-c0e6-5461-9ecf-8ea573bdd212,organisation,2,Rooms-Katholieke Kerk
db8db16d-fdfd-5ea8-83f6-8de649ab6111,organisation,2,Rooms-Katholieke Kerk
54f77a86-89f9-587b-ae40-e3b7f9deab09,organisation,2,Rooms-Katholieke Kerk
96345b0f-78fc-5519-acd9-276ddf5e10ab,organisation,2,Rooms-Katholieke Kerk
cc58296d-a3c5-51df-a08f-77494326fced,organisation,2,Rooms-Katholieke Kerk
462dd0b0-f5de-5652-a7b7-c5fa6be6ca7c,organisation,2,Rooms-Katholieke Kerk
a95d7f1b-152f-5ce5-8f65-c21d4e9415d4,organisation,2,Rooms-Katholieke Kerk
f06ec4d1-5860-5e88-8b79-f45538c2eb18,organisation,2,Rooms-Katholieke Kerk
8409d030-740a-5752-812e-f59fd8fc603f,organisation,2,Rooms-Katholieke Kerk
17afa45a-6156-5758-a6d5-dc2cb3f0621f,organisation,2,Rooms-Katholieke Kerk
365c3077-a7ad-5a18-965b-1c8d81f07ca1,organisation,2,Rooms-Katholieke Kerk
1d3ff56c-60ab-575f-b978-cbc5317df647,organisation,2,Rooms-Katholieke Kerk
29ebc2a7-b391-51a2-bc07-d6b16d590ade,organisation,2,Rooms-Katholieke Kerk
4427ce72-4a50-5bc2-8cbb-3b5e5bd44410,organisation,2,Rooms-Katholieke Kerk
570fac04-f520-5b50-9f88-91ab7d892e2a,organisation,2,Rooms-Katholieke Kerk
5be4a61b-8e88-5707-819c-248030ec82dd,organisation,2,Rooms-Katholieke Kerk
c88d8f4f-2c22-5452-bbec-c2af6e3d4ca2,organisation,2,Rooms-Katholieke Kerk
f26e256c-e9ec-5958-9676-6cdbb12d4898,organisation,2,Rooms-Katholieke Kerk
ca5ae4b3-b44e-58b7-8b72-313f843a10fa,organisation,2,Rooms-Katholieke Kerk
836a11f8-8e67-52fe-8404-f2a433ace5d5,organisation,2,Rooms-Katholieke Kerk
85b686bc-7756-5010-8f21-024c5ea72870,organisation,2,Rooms-Katholieke Kerk
5712ad9f-f605-541f-805e-3b17d2ddc201,organisation,2,Rooms-Katholieke Kerk
ad0c96f5-c654-5d07-8187-b4e89253f3d7,organisation,2,Rooms-Katholieke Kerk
1bc21926-ddcb-597e-b1d6-2368e5f345f1,organisation,2,Rooms-Katholieke Kerk
25660f94-299a-595a-949e-38e7cd9aacc0,organisation,2,Rooms-Katholieke Kerk
3dfb787a-9940-5cde-9723-59033649c574,organisation,2,Rooms-Katholieke Kerk
fa157f32-d4b2-5a07-a0b2-aef9b0194e93,organisation,2,Rooms-Katholieke Kerk
b1f97bd5-01d3-5e77-bb05-8d8ede4a00ee,organisation,2,Rooms-Katholieke Kerk
627da5df-0507-5518-aa7e-a30db70eeccf,organisation,2,Rooms-Katholieke Kerk
dc647884-7165-5034-bedc-242bda26b140,organisation,2,Rooms-Katholieke Kerk
20a31060-28f6-53c9-a37e-4c51a87b2335,organisation,2,Rooms-Katholieke Kerk
f9152de2-c42d-51a8-8e42-e9bb0a538da5,organisation,2,Rooms-Katholieke Kerk
96251ebb-b7f9-50ab-81d1-80bc558d0891,organisation,2,Rooms-Katholieke Kerk
e5c2e3f3-be47-50fa-8b39-75d43af28179,organisation,2,Rooms-Katholieke Kerk
9bbd2ca6-4eab-5f0b-83e9-79c9163efb90,organisation,2,Rooms-Katholieke Kerk
94e1febb-8ef3-5fc0-afec-a2a407f20334,organisation,2,Rooms-Katholieke Kerk
30b86ce7-6091-50f9-a776-40327dd6d269,organisation,2,Rooms-Katholieke Kerk
7660866c-975b-5694-a729-2e0c85e762b9,organisation,2,Rooms-Katholieke Kerk
fe29fc50-c3c2-5aae-9c95-1f7989b158fe,organisation,2,Rooms-Katholieke Kerk
6ff9b11a-2fcc-5fe5-b44b-4eccdece21e6,organisation,2,Rooms-Katholieke Kerk
a721481e-c787-505f-841d-2ea9af327e1c,organisation,2,Rooms-Katholieke Kerk
22f1a6c9-83c4-589f-b2a2-ceeb00a86d33,organisation,2,Rooms-Katholieke Kerk
09adac88-01a5-5729-9ae7-608492b22326,organisation,2,Rooms-Katholieke Kerk
079198ca-35ad-5bfe-aaec-5b5ba82ecaac,organisation,2,Rooms-Katholieke Kerk
220e53b9-69a8-52f1-8d6f-b5c4e57eb3e1,organisation,2,Rooms-Katholieke Kerk
2c2320c3-7571-5774-82fc-f9e0d403598c,organisation,2,Rooms-Katholieke Kerk
d21460d5-d1e0-5d85-87db-9989f4c40146,organisation,2,Rooms-Katholieke Kerk
27cfaaea-c5f2-5279-a2a0-a4e67df0f02e,organisation,2,Rooms-Katholieke Kerk
b84d8bbc-b899-5f74-ad0a-96b40174e8ba,organisation,2,Rooms-Katholieke Kerk
749ad7c0-77e8-5fe2-8130-06b210eebe33,organisation,2,Rooms-Katholieke Kerk
4eebd0c9-1caf-5e6d-b487-b55bffde6fc2,organisation,2,Rooms-Katholieke Kerk
2138682a-4634-51e7-b4de-f62baab9098c,organisation,2,Rooms-Katholieke Kerk
39843596-4304-547c-a91a-cec48f8759ce,organisation,2,Rooms-Katholieke Kerk
e57fc529-ff29-5339-b9bf-fa88c87cf69a,organisation,2,Rooms-Katholieke Kerk
a993faf5-4931-5cb9-b710-6a88690c9945,organisation,2,Rooms-Katholieke Kerk
1307a797-c7e6-5a3b-b373-3083b564e432,organisation,2,Rooms-Katholieke Kerk
4fd8e9f3-5afe-52bd-a1df-0849c6fdb15f,organisation,2,Rooms-Katholieke Kerk
2865cf00-bd60-599f-8bb4-a51ce1c4c0fb,organisation,2,Rooms-Katholieke Kerk
616dfe2a-2899-5c3e-8d2e-7a99f1e5be70,organisation,2,Rooms-Katholieke Kerk
71866ce0-5871-5c49-a887-0f6e0bbd6bb2,organisation,2,Rooms-Katholieke Kerk
a9378f44-b52e-5565-a046-ae96482b6bf6,organisation,2,Rooms-Katholieke Kerk
93e81857-8c59-5bfe-a4e1-1f5dac361440,organisation,2,Rooms-Katholieke Kerk
43314356-a5e8-5ada-9f14-e5898819d1f3,organisation,2,Rooms-Katholieke Kerk
c7e28662-38cd-5ef7-b768-f70a4a9c7c2a,organisation,2,Rooms-Katholieke Kerk
ad6d8b8c-a48b-52c0-bcca-556a3595cc20,organisation,2,Rooms-Katholieke Kerk
9c1c02b8-95f1-5cc3-8594-eb4761aacb16,organisation,2,Rooms-Katholieke Kerk
a1b51c66-3c2a-5243-ac1c-2784db344c43,organisation,2,Rooms-Katholieke Kerk
2550dc8d-955f-5457-8a53-d2c8d44c76ad,organisation,2,Rooms-Katholieke Kerk
31054904-f76d-529f-a8ec-921a3b4afb0c,organisation,2,Rooms-Katholieke Kerk
03ec9c9a-c70b-5766-81d3-8b3e6b995f2f,organisation,2,Rooms-Katholieke Kerk
3106affa-0e35-59eb-b8d1-eac532a952f7,organisation,2,Rooms-Katholieke Kerk
193abbf2-4539-56e7-afa9-492309e377f3,organisation,2,Rooms-Katholieke Kerk
f7863ee5-1c82-54f5-a595-b8a6961dc4e3,organisation,2,Rooms-Katholieke Kerk
186dc8f5-ce15-5b16-b0ab-4c97397d5bb9,organisation,2,Rooms-Katholieke Kerk
5e1bbb61-d33e-53f4-8b81-decfe2321041,organisation,2,Rooms-Katholieke Kerk
104b6407-4631-51b7-94b6-0f0404b6ec0d,organisation,2,Rooms-Katholieke Kerk
4c5df74f-13d4-5661-a29c-5971b400e4f9,organisation,2,Rooms-Katholieke Kerk
5596644d-f8f0-56cd-8fb2-efca488e06f7,organisation,2,Rooms-Katholieke Kerk
23316c93-9a7b-5793-a8de-17fcb536ecf5,organisation,2,Rooms-Katholieke Kerk
acf0df9c-51db-57ae-82dd-9c0076f3d5c8,organisation,2,Rooms-Katholieke Kerk
327eaba7-3396-512c-856f-62d25533509e,organisation,2,Rooms-Katholieke Kerk
3e85ff73-0ec4-5a4c-b9c6-915e766d3d2c,organisation,2,Rooms-Katholieke Kerk
0b10efba-bde7-5c99-ab7c-b2c693838096,organisation,2,Rooms-Katholieke Kerk
34765fc3-b661-5c64-a3f0-5d5d86db640d,organisation,2,Rooms-Katholieke Kerk
b35cea3a-c85e-5eb3-8171-68304fa3612a,organisation,2,Rooms-Katholieke Kerk
0867dcdd-5e79-550f-94cb-c43dde1a546c,organisation,2,Rooms-Katholieke Kerk
230aedb0-3a2a-57df-89a7-54c2b0757dfc,organisation,2,Rooms-Katholieke Kerk
8c814582-1599-5425-8116-1d01cfce5fa7,organisation,2,Rooms-Katholieke Kerk
e77799d4-f9e7-5e3e-a944-905de96ec6e4,organisation,2,Rooms-Katholieke Kerk
54d9bf1e-603c-5ea8-b5af-9e9ce11b606d,organisation,2,Rooms-Katholieke Kerk
d5a28c04-5d14-5d15-8cd5-f8e9dc022762,organisation,2,Rooms-Katholieke Kerk
6b44e6c6-a048-5316-8e0f-b2891cd786d2,organisation,2,Rooms-Katholieke Kerk
28bad93a-f584-5ad6-9d4e-8eff8cdff2ac,organisation,2,Rooms-Katholieke Kerk
c0c185f9-430d-5fd3-bd55-6bfffcc600ee,organisation,2,Rooms-Katholieke Kerk
7187a019-231a-591c-917b-55c94ea1d353,organisation,2,Rooms-Katholieke Kerk
21fdd92d-286e-507b-8be7-da022182db82,organisation,2,Rooms-Katholieke Kerk
276ad389-f52e-5422-b782-d48050efc905,organisation,2,Rooms-Katholieke Kerk
0d0d8bb2-0417-5a91-88f5-1872b31ea336,organisation,2,Rooms-Katholieke Kerk
3efc10d2-93f9-5692-8991-1d4c45d007a2,organisation,2,Rooms-Katholieke Kerk
cb9f7010-bc36-56ab-9de1-4a3f8dd21e76,organisation,2,Rooms-Katholieke Kerk
d471b34d-b9e8-57c1-8461-d8fcef0e1015,organisation,2,Rooms-Katholieke Kerk
9b08bb74-d4c2-51c9-ae8e-2e8f4a92294a,organisation,2,Rooms-Katholieke Kerk
d27ef866-5c04-51d9-90c7-9bb632507c5b,organisation,2,Rooms-Katholieke Kerk
67232f53-5586-5b43-bd16-4350461c6615,organisation,2,Rooms-Katholieke Kerk
677918cc-e83e-5f7e-94b6-ed3a60cf5c92,organisation,2,Rooms-Katholieke Kerk
10852758-3961-5277-8212-0f739ae9ad70,organisation,2,Rooms-Katholieke Kerk
5ed66609-2410-5694-8f19-e02e5d78371e,organisation,2,Rooms-Katholieke Kerk
4c1a75ef-8848-586d-b056-87e2ece33fb9,organisation,2,Rooms-Katholieke Kerk
e7ab7947-6f06-58f2-b316-7e557dab7334,organisation,2,Rooms-Katholieke Kerk
492cf808-4f4e-56a6-b9c0-5ea3b63f0b91,organisation,2,Rooms-Katholieke Kerk
9a84af9e-8ff5-58a9-9478-4cf0dc20681f,organisation,2,Rooms-Katholieke Kerk
bca78ba7-51ed-5e84-8e15-1700b2fda070,organisation,2,Rooms-Katholieke Kerk
c91732a3-2c57-5652-b486-024a8c86da75,organisation,2,Rooms-Katholieke Kerk
30e31ac7-2c9f-578f-a03a-1e7beed52bc7,organisation,2,Rooms-Katholieke Kerk
08c8859a-2a45-5a61-8cb4-5de8f3436c53,organisation,2,Rooms-Katholieke Kerk
8ef34dac-e7c6-5a16-ab42-422f4ab73151,organisation,2,Rooms-Katholieke Kerk
f4bfc883-e233-5aef-824e-113a5baf0fec,organisation,2,Rooms-Katholieke Kerk
09857a24-8f07-5746-ae17-081eb8ed20ba,organisation,2,Rooms-Katholieke Kerk
8b1435be-4e52-56af-9315-4ba6135edf00,organisation,2,Rooms-Katholieke Kerk
bbf579ea-387f-56c0-801a-54acaa086a6e,organisation,2,Rooms-Katholieke Kerk
58fea414-0c13-59d0-a0db-cd8aaad3241a,organisation,2,Rooms-Katholieke Kerk
02709b7b-45be-5294-95d6-e7be3afd9a72,organisation,2,Rooms-Katholieke Kerk
367b4ac9-fa20-5ab0-b16c-0ceea0bcfde9,organisation,2,Rooms-Katholieke Kerk
bdc577df-48e0-53d0-bc05-7ee28055585c,organisation,2,Rooms-Katholieke Kerk
7a1126c5-0bd3-5adf-8ff4-623a50d1e690,organisation,2,Rooms-Katholieke Kerk
ae8a0dda-6d3f-5047-8973-242b54a3d94c,organisation,2,Rooms-Katholieke Kerk
c995fffa-2f7a-5950-9108-aa9d13acb917,organisation,2,Rooms-Katholieke Kerk
b22d7c67-a8d8-53dc-af4a-5a9b2589dca0,organisation,2,Rooms-Katholieke Kerk
d7f85ba6-1ff7-5eef-bd91-c373bc208a30,organisation,2,Rooms-Katholieke Kerk
e8c393aa-cc1e-550d-9cb9-a27d6a8b0dad,organisation,2,Rooms-Katholieke Kerk
00e101b5-f7a4-5f15-b045-e8b5d78e25d6,organisation,2,Rooms-Katholieke Kerk
647aeef4-67ab-55a7-bc81-19fed7e38b37,organisation,2,Rooms-Katholieke Kerk
4f36b6ca-fb20-5737-8780-518e37baf6ce,organisation,2,Rooms-Katholieke Kerk
4dc14962-01aa-57f1-9af0-b7756b4ddb41,organisation,2,Rooms-Katholieke Kerk
6ec7cfb3-ee24-59f5-9b47-3d9cf1c33f39,organisation,2,Rooms-Katholieke Kerk
6831d016-f47a-58b0-b24e-1833708e95c7,organisation,2,Rooms-Katholieke Kerk
8e8cc551-47cd-5766-9b01-e261bbc8dd28,organisation,2,Rooms-Katholieke Kerk
db356e83-8a5c-52ef-8fa8-116c38e99161,organisation,2,Rooms-Katholieke Kerk
f14eb9c0-9fab-5e12-a1cd-ef4bee044826,organisation,2,Rooms-Katholieke Kerk
b375489a-22f8-5668-8976-93010d0343e8,organisation,2,Rooms-Katholieke Kerk
4c94557f-7576-5a0b-814a-8d5f3d514cac,organisation,2,Rooms-Katholieke Kerk
aa0260f3-686c-5735-bf51-f1d2689ff12f,organisation,2,Rooms-Katholieke Kerk
57d9c2d5-21b8-56f5-8a5e-e0246f3da1ba,organisation,2,Rooms-Katholieke Kerk
cefee9ea-1932-5e4f-a541-308b85b6f344,organisation,2,Rooms-Katholieke Kerk
8a67db65-c17d-5387-bb63-d4d2f46f2908,organisation,2,Rooms-Katholieke Kerk
66db8beb-c07b-5e31-a7ba-a3f2444864ce,organisation,2,Rooms-Katholieke Kerk
3792f46c-d690-5de9-866f-401bfe73f4f7,organisation,2,Rooms-Katholieke Kerk
07c7f708-3d4c-5a46-9d62-908b3d7ab60a,organisation,2,Rooms-Katholieke Kerk
1a77c59d-ccfa-5da9-853c-e39ca028f5db,organisation,2,Rooms-Katholieke Kerk
0756bebd-76f6-5296-9d4f-97023302e5ff,organisation,2,Rooms-Katholieke Kerk
d804ef56-a579-5d24-a702-f2caf7609203,organisation,2,Rooms-Katholieke Kerk
b71b6517-a2f6-5076-ad4d-21b01bdcbd2a,organisation,2,Rooms-Katholieke Kerk
62c239e7-fdbf-54a2-8315-15467cf5b2c0,organisation,2,Rooms-Katholieke Kerk
b834d4a4-01f9-55e6-b86d-629ad7cb94fb,organisation,2,Rooms-Katholieke Kerk
0bd2b92a-d6f6-5cef-bc80-30f0839efb7f,organisation,2,Rooms-Katholieke Kerk
48e84e22-3931-54b4-bff5-c9dc01dc0499,organisation,2,Rooms-Katholieke Kerk
ea67766b-7b23-5ca0-86bd-a88a4c80ceb0,organisation,2,Rooms-Katholieke Kerk
ba0e0365-4225-5c31-a6c6-df48b905d7bb,organisation,2,Rooms-Katholieke Kerk
6b34359d-8cf4-5f90-af72-d46cfcfa3306,organisation,2,Rooms-Katholieke Kerk
664a8986-5b43-565c-b187-5e6a6e264549,organisation,2,Rooms-Katholieke Kerk
2b0882b9-8f26-5ec2-8107-56cace739395,organisation,2,Rooms-Katholieke Kerk
f2c1a868-1fe5-5903-9a80-11009ac212cb,organisation,2,Rooms-Katholieke Kerk
55713bf1-ef2c-52ea-bf14-c4c2115564c2,organisation,2,Rooms-Katholieke Kerk
c245c077-016f-5728-83a6-397bcc79a2a6,organisation,2,Rooms-Katholieke Kerk
d34a08ee-e107-533c-b44c-12f37e96a2d5,organisation,2,Rooms-Katholieke Kerk
7686972f-90a0-514e-af99-7eac99e25103,organisation,2,Rooms-Katholieke Kerk
4b22fe35-4362-5320-867e-846bbbc66218,organisation,2,Rooms-Katholieke Kerk
5fd84a73-4351-54f4-941f-ecba03bac523,organisation,2,Rooms-Katholieke Kerk
3a272a82-34a2-521a-829e-5eecc14f32f9,organisation,2,Rooms-Katholieke Kerk
fb30242e-083a-56ee-b1dc-2fd2a746d1d7,organisation,2,Rooms-Katholieke Kerk
33d747aa-1cb8-56c4-b868-0e14503f3ebb,organisation,2,Rooms-Katholieke Kerk
52a3047a-e1da-54dc-a464-4e9238a2281f,organisation,2,Rooms-Katholieke Kerk
51164619-e18f-57cb-89e2-2db60184da3e,organisation,2,Rooms-Katholieke Kerk
936496fe-20e1-57cf-a5b9-55119f6a34b6,organisation,2,Rooms-Katholieke Kerk
8e401264-a80f-50b0-99eb-fc2ead9c10b4,organisation,2,Rooms-Katholieke Kerk
569d2635-5172-5dc5-9778-f9b44ec2e3af,organisation,2,Rooms-Katholieke Kerk
99dcc2eb-43b6-5b74-bffe-33fdf6e9659e,organisation,2,Rooms-Katholieke Kerk
b27490e2-23cd-5407-b24e-23d097a4396f,organisation,2,Rooms-Katholieke Kerk
bea0faaf-6ac9-5101-93b6-e6cd14ed7ffb,organisation,2,Rooms-Katholieke Kerk
8a175d5b-1e04-5c2d-b7cf-d6e9d9e5ec9e,organisation,2,Rooms-Katholieke Kerk
c040e18f-066c-5d3f-91d3-e303768aaf86,organisation,2,Rooms-Katholieke Kerk
c6935c67-510b-5aac-a6ec-c9f09917dd76,organisation,2,Rooms-Katholieke Kerk
ecf8c8c3-188f-5d12-8881-791a7c20f629,organisation,2,Rooms-Katholieke Kerk
1c5d63c9-ff1c-5fc3-b131-6acdbca2ea9f,organisation,2,Rooms-Katholieke Kerk
2e11b17e-d719-5321-8278-7416062fc707,organisation,2,Rooms-Katholieke Kerk
808da5d5-464e-503d-a051-1a106d7047d5,organisation,2,Rooms-Katholieke Kerk
041de7dd-9ebf-5c84-852b-9ae87f4fc570,organisation,2,Rooms-Katholieke Kerk
7dcd2d0b-3a7b-55aa-aa03-9df34fa5ca27,organisation,2,Rooms-Katholieke Kerk
1ca8ab76-7570-569f-9f2d-466be88c2037,organisation,2,Rooms-Katholieke Kerk
230350b9-9951-5166-8ed9-416e5d84ca0f,organisation,2,Rooms-Katholieke Kerk
b4a63faa-88f9-5258-b91e-9a2ec73ecf7d,organisation,2,Rooms-Katholieke Kerk
c3fc7905-24f4-5ae6-9c52-60029d36c2c8,organisation,2,Rooms-Katholieke Kerk
32562453-7ea1-5766-a6d6-f12542bbab6f,organisation,2,Rooms-Katholieke Kerk
5ea8bdd8-c5d1-5dc4-a745-878f46ea7c91,organisation,2,Rooms-Katholieke Kerk
3df8a217-45b7-5d84-9062-d218aa3671bd,organisation,2,Rooms-Katholieke Kerk
7c5d503f-3b9f-5962-b925-0a0640bcb63e,organisation,2,Rooms-Katholieke Kerk
b3144ae5-c166-533c-bae8-5f07752039b1,organisation,2,Rooms-Katholieke Kerk
0f8f6568-d270-582a-8387-842bf42b28fc,organisation,2,Rooms-Katholieke Kerk
ade8bb47-9c9d-5d62-89f6-6f0873cca1e2,organisation,2,Rooms-Katholieke Kerk
f14fe5d3-2016-5d8f-9834-eb1e2ea4dfc0,organisation,2,Rooms-Katholieke Kerk
9200d7d7-47ec-582c-ab48-bf74e20100e5,organisation,2,Rooms-Katholieke Kerk
bab2326a-9e78-5346-b614-4cfa1dd75aea,organisation,2,Rooms-Katholieke Kerk
0be87ca1-1e06-53d6-82b7-3ee53c7d1a24,organisation,2,Rooms-Katholieke Kerk
e987834a-82ad-5bf5-b1b5-5e5359263390,organisation,2,Rooms-Katholieke Kerk
96c58208-18ae-51fc-9a2f-0037b067e4b9,organisation,2,Rooms-Katholieke Kerk
08a3c629-a257-5d7d-bef9-39f89500f7b0,organisation,2,Rooms-Katholieke Kerk
49e4ba7b-e537-5652-9d63-9d96ce7d59d0,organisation,2,Rooms-Katholieke Kerk
d045af94-0814-59cc-ad2b-e81928da59da,organisation,2,Rooms-Katholieke Kerk
a59e3abf-db92-5e8d-8692-0c9d106a48c7,organisation,2,Rooms-Katholieke Kerk
ec547cd2-decd-5103-9bd6-31661094d356,organisation,2,Rooms-Katholieke Kerk
26377cae-dcd7-59f1-a0cd-7f4b5f6a45f4,organisation,2,Rooms-Katholieke Kerk
138137d2-0776-503e-b969-abbec9f76bc2,organisation,2,Rooms-Katholieke Kerk
5eba3026-fd90-54c2-864d-46b3e04b74fd,organisation,2,Rooms-Katholieke Kerk
0c795a66-b998-5240-9251-e78cd87ffca7,organisation,2,Rooms-Katholieke Kerk
8422f845-b9cb-57ed-be14-0e0936109f95,organisation,2,Rooms-Katholieke Kerk
b97cff9b-0fb6-5549-9b34-8f9634c56b27,organisation,2,Rooms-Katholieke Kerk
451e3d9d-ec6a-589b-a0cc-8aa075feea48,organisation,2,Rooms-Katholieke Kerk
0b0b28a9-d835-5d66-99c0-74060ccd3cac,organisation,2,Rooms-Katholieke Kerk
06be8284-5948-572d-903a-1b5456ef5677,organisation,2,Rooms-Katholieke Kerk
77934bae-fda4-5dce-ba4c-9e1ea6d43eec,organisation,2,Rooms-Katholieke Kerk
7ca588db-4abd-5a59-96d0-f2a50dfe08eb,organisation,2,Rooms-Katholieke Kerk
b89b007f-7f49-5110-a63e-a47b844a84e1,organisation,2,Rooms-Katholieke Kerk
36d28357-1f48-5bc0-99fd-8371ef1304ae,organisation,2,Rooms-Katholieke Kerk
3457513c-8136-540f-87ef-ef4c53f9a21e,organisation,2,Rooms-Katholieke Kerk
c52737b0-0ee8-5e6f-ab71-d9866f744c33,organisation,2,Rooms-Katholieke Kerk
ce7bfab0-2648-52b1-ac63-05b78ad62e45,organisation,2,Rooms-Katholieke Kerk
538d546b-4b54-595d-bc61-d365c3b08519,organisation,2,Rooms-Katholieke Kerk
d1368e15-ae89-575c-9125-31f677a6c6dc,organisation,2,Rooms-Katholieke Kerk
df3eafe1-e2c2-539d-8e1f-4f6e4b74a710,organisation,2,Rooms-Katholieke Kerk
60cd7f23-ef13-5865-b6e0-7d23b34361b0,organisation,2,Rooms-Katholieke Kerk
96784884-9d18-56e9-8fb5-518ca53b8a69,organisation,2,Rooms-Katholieke Kerk
8d875849-3112-5ab3-bb69-261451695785,organisation,2,Rooms-Katholieke Kerk
224e4713-26b9-5226-831f-f3dc8b394b03,organisation,2,Rooms-Katholieke Kerk
2c81e801-ce2d-5db8-bd9e-5bdfd2811a5c,organisation,2,Rooms-Katholieke Kerk
28f07a8f-9837-5494-ad03-ddf2f04453b0,organisation,2,Rooms-Katholieke Kerk
66df2aeb-31e0-59f0-b08c-c472cd480800,organisation,2,Rooms-Katholieke Kerk
11952a38-b2a3-5dc0-b2e4-4f9ebdabd2d4,organisation,2,Rooms-Katholieke Kerk
fad6dfe9-cf15-5139-a9be-cf74469a03fa,organisation,2,Rooms-Katholieke Kerk
93f8755a-1cb8-542a-b1eb-adc058e2f909,organisation,2,Rooms-Katholieke Kerk
6fe305d9-71b8-5f7a-a51c-4c0b186d15a6,organisation,2,Rooms-Katholieke Kerk
c0cbff68-3a45-5287-a706-6b60c2867485,organisation,2,Rooms-Katholieke Kerk
4211dd96-f771-5ae8-9cd6-ef2368f1516b,organisation,2,Rooms-Katholieke Kerk
12881242-36c6-588d-a6f4-e6dcd66168af,organisation,2,Rooms-Katholieke Kerk
3001a9d2-4e0c-5cbc-9ca5-6f461c0ef088,organisation,2,Rooms-Katholieke Kerk
7ef81169-5a21-5c03-b7ca-501760677a66,organisation,2,Rooms-Katholieke Kerk
