ResourceID,card,card_order,alternative_name_content,alternative_name_type,alternative_name_language
a080542b-576f-5f6b-93eb-0d82647caf04,organisation,2,Klokkenberg,Alternative,Nederlands
a080542b-576f-5f6b-93eb-0d82647caf04,organisation,2,Huis van het H. Hart van Maria,Alternative,Nederlands
a080542b-576f-5f6b-93eb-0d82647caf04,organisation,2,Sanatoriumcomplex De Klokkenberg,Alternative,Nederlands
2017a0d9-3659-55e7-9ad8-455b6495b05b,organisation,2,Valkrust,Alternative,Nederlands
2017a0d9-3659-55e7-9ad8-455b6495b05b,organisation,2,Valkenhorst,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Nieuwe IJpelaar,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Nieuw-IJpelaar,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Bavel Klooster,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Landgoed Klein IJpelaar,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Villa Klein IJpelaar,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Het Koetshuis,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,De IJpelaar,Alternative,Nederlands
eaf4b093-fa48-552a-b09c-d14d6d056dd4,organisation,2,Nieuwe Koetshuis,Alternative,Nederlands
71039118-441b-5817-b2ac-e2dc57c1f345,organisation,2,Klooster van de HH. Harten,Alternative,Nederlands
71039118-441b-5817-b2ac-e2dc57c1f345,organisation,2,Paters H. Harten,Alternative,Nederlands
645a46d8-4ab9-57ef-8c38-240f6f73d78c,organisation,2,Paters  H. Hartenklooster,Alternative,Nederlands
645a46d8-4ab9-57ef-8c38-240f6f73d78c,organisation,2,Paters H. H.,Alternative,Nederlands
a7078a12-140c-5f68-aacc-645e94bc06ce,organisation,2,St. Theresiagesticht,Alternative,Nederlands
a7078a12-140c-5f68-aacc-645e94bc06ce,organisation,2,Sint Theresiagesticht,Alternative,Nederlands
65c96fb7-b5db-5d5a-b7c4-7cbf82f23ce1,organisation,2,Sint Laurensgesticht,Alternative,Nederlands
65c96fb7-b5db-5d5a-b7c4-7cbf82f23ce1,organisation,2,St. Laurensgesticht,Alternative,Nederlands
65c96fb7-b5db-5d5a-b7c4-7cbf82f23ce1,organisation,2,Sint Laurensgesticht - ziekenhuis,Alternative,Nederlands
65c96fb7-b5db-5d5a-b7c4-7cbf82f23ce1,organisation,2,St. Laurensgesticht - ziekenhuis,Alternative,Nederlands
65c96fb7-b5db-5d5a-b7c4-7cbf82f23ce1,organisation,2,Sint-Laurensgesticht - ziekenhuis,Alternative,Nederlands
8995c20e-20b0-500e-a9da-66bbf73cda2f,organisation,2,Zusterhuis aan de Kerkstraat,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Norbertinessenklooster Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Huis De Blauwe Kamer,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Norbertinessenklooster,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Sint Catharinadalklooster,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Sint-Catharinadalklooster,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,St. Catharinadalklooster,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Norbertinessenpriorij Sint-Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Norbertinessenklooster St. Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Kasteeltje De Blauwe Camer,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,St. Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Priorij St. Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Priorij Sint-Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Sint Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,De Blauwe Kamer,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Kasteel De Blauwe Camer,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Priorij Sint Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Sint-Catharinadal,Alternative,Nederlands
f31aa746-c76f-58d1-9c75-33cd63e746f4,organisation,2,Slotje De Blauwe Camer,Alternative,Nederlands
e5b16f5b-b7f7-51c7-9a81-bff51f44a88e,organisation,2,Huize Heilaar,Alternative,Nederlands
e5b16f5b-b7f7-51c7-9a81-bff51f44a88e,organisation,2,Landgoed Heilaar,Alternative,Nederlands
e5b16f5b-b7f7-51c7-9a81-bff51f44a88e,organisation,2,Herenhuis Klein Heilaar,Alternative,Nederlands
312503f3-eeaf-5ba3-a148-3c33a35bcb21,organisation,2,Huize Liesbosch,Alternative,Nederlands
312503f3-eeaf-5ba3-a148-3c33a35bcb21,organisation,2,Huis ten Bosch,Alternative,Nederlands
312503f3-eeaf-5ba3-a148-3c33a35bcb21,organisation,2,Kasteel Huis ten Bosch,Alternative,Nederlands
312503f3-eeaf-5ba3-a148-3c33a35bcb21,organisation,2,Huize Heesbosch,Alternative,Nederlands
be7db694-5601-5155-9655-7ac0a3ff370c,organisation,2,Klooster OLV Onbevlekt Ontvangen,Alternative,Nederlands
691987fb-1d1e-53ff-8030-a1493e039e41,organisation,2,Het Huis van de Onbevlekte Ontvangenis,Alternative,Nederlands
8f3c7f95-662a-57b0-956c-0e9edbbf91e1,organisation,2,Sint Alphonsusgesticht,Alternative,Nederlands
f8dd72c5-01b3-57fc-95e2-6b6e8bf2a13a,organisation,2,Sint Annagesticht,Alternative,Nederlands
f8dd72c5-01b3-57fc-95e2-6b6e8bf2a13a,organisation,2,St. Annagesticht,Alternative,Nederlands
f8dd72c5-01b3-57fc-95e2-6b6e8bf2a13a,organisation,2,Sint-Annagesticht,Alternative,Nederlands
f8dd72c5-01b3-57fc-95e2-6b6e8bf2a13a,organisation,2,St. Luciagesticht,Alternative,Nederlands
f8dd72c5-01b3-57fc-95e2-6b6e8bf2a13a,organisation,2,Sint Luciagesticht,Alternative,Nederlands
66f34326-851f-52bb-8977-03ceda9430bb,organisation,2,'t Kasteeltje,Alternative,Nederlands
66f34326-851f-52bb-8977-03ceda9430bb,organisation,2,Het kasteeltje,Alternative,Nederlands
66f34326-851f-52bb-8977-03ceda9430bb,organisation,2,Casa Toganessa,Alternative,Nederlands
66f34326-851f-52bb-8977-03ceda9430bb,organisation,2,Villa Louisa,Alternative,Nederlands
81896c9f-193c-5bfb-ae66-4b144fa72cf0,organisation,2,Jeugddorp Maria Rabboni,Alternative,Nederlands
81896c9f-193c-5bfb-ae66-4b144fa72cf0,organisation,2,Landgoed Laanzicht,Alternative,Nederlands
d124fc3f-bf5d-5d45-a16d-793d0b307bd7,organisation,2,St. Willibrordusgesticht,Alternative,Nederlands
d124fc3f-bf5d-5d45-a16d-793d0b307bd7,organisation,2,Sint Willibrordusgesticht,Alternative,Nederlands
6172feda-b201-5b7a-8241-2e50a6075a9f,organisation,2,Klooster OL Vrouw van Overwinning,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Hotel St. Joseph,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,De Kantine,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Hotel Sint Jozef,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Kempense Veste,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Hotel St. Jozef,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,De Cantine,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Hotel Sint Joseph,Alternative,Nederlands
f915b850-a445-59da-b3e5-d57b6772ec5c,organisation,2,Hotel Sint-Joseph,Alternative,Nederlands
9f577f1f-5a13-5c86-b9fb-629f309f0c00,organisation,2,De villa,Alternative,Nederlands
9f577f1f-5a13-5c86-b9fb-629f309f0c00,organisation,2,Zusterhuis Dochters der Liefde,Alternative,Nederlands
52a60925-48ab-5fcf-b7f6-6627b05f74a0,organisation,2,Sint Henricusgesticht,Alternative,Nederlands
52a60925-48ab-5fcf-b7f6-6627b05f74a0,organisation,2,St. Henricusgesticht,Alternative,Nederlands
52a60925-48ab-5fcf-b7f6-6627b05f74a0,organisation,2,St. Henricusklooster,Alternative,Nederlands
52a60925-48ab-5fcf-b7f6-6627b05f74a0,organisation,2,Sint Henricusklooster,Alternative,Nederlands
504126a4-e154-5ee7-a56d-88a29434bae4,organisation,2,Heilige Joannes Evangelist,Alternative,Nederlands
7debc547-a822-5d9a-84f2-d114d6675b69,organisation,2,Huize Carola,Alternative,Nederlands
7debc547-a822-5d9a-84f2-d114d6675b69,organisation,2,Huize De Manzenod,Alternative,Nederlands
a1817340-b0ce-5a51-a571-a110a84be074,organisation,2,Huize Landzigt,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,St. Willibrordusgesticht,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Huize Sint-Willibrordus,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Klooster St. Willibrordus,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Fratershuis,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Huize St. Willibrordus,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Sint-Willibrordusgesticht,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Huize Sint Willibrordus,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Klooster Sint Willibrordus,Alternative,Nederlands
ba8350e2-af64-523e-8923-78240384874b,organisation,2,Sint Willibrordusgesticht,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Sint Lambertusgesticht,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Lambertusgesticht,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Sint-Lambertusgesticht,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Sint-Lambertusklooster,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,St. Lambertusklooster,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,St. Lambertusgesticht,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Sint Lambertusklooster,Alternative,Nederlands
39d9acc9-e185-56da-997e-f7f819784f36,organisation,2,Huize de Vliert,Alternative,Nederlands
a5e60aea-2dcf-534b-8772-725cca05482f,organisation,2,Klooster Mariaoord,Alternative,Nederlands
a5e60aea-2dcf-534b-8772-725cca05482f,organisation,2,Klooster Franciscanessen,Alternative,Nederlands
a5e60aea-2dcf-534b-8772-725cca05482f,organisation,2,Huize Terebint,Alternative,Nederlands
2253ef4e-5ebd-5a98-849b-cec8cdff9644,organisation,2,Noviciaat Sint Jozef,Alternative,Nederlands
2253ef4e-5ebd-5a98-849b-cec8cdff9644,organisation,2,Noviciaat St. Jozef,Alternative,Nederlands
2253ef4e-5ebd-5a98-849b-cec8cdff9644,organisation,2,Provincialaat Witte Paters,Alternative,Nederlands
2253ef4e-5ebd-5a98-849b-cec8cdff9644,organisation,2,Gerardus Majellahuis,Alternative,Nederlands
b67b3fb4-fd65-5c81-ba7f-800031bba50a,organisation,2,Sint Elisabethgasthuis,Alternative,Nederlands
b67b3fb4-fd65-5c81-ba7f-800031bba50a,organisation,2,Huize Sint-Elisabeth,Alternative,Nederlands
88abcf6e-d2f5-537a-81eb-8bef23ae1b06,organisation,2,Sint Elisabethgasthuis,Alternative,Nederlands
88abcf6e-d2f5-537a-81eb-8bef23ae1b06,organisation,2,Huis der Heilige Elisabeth,Alternative,Nederlands
88abcf6e-d2f5-537a-81eb-8bef23ae1b06,organisation,2,St. Elisabeth-Gesticht,Alternative,Nederlands
88abcf6e-d2f5-537a-81eb-8bef23ae1b06,organisation,2,St. Elisabethgasthuis,Alternative,Nederlands
88abcf6e-d2f5-537a-81eb-8bef23ae1b06,organisation,2,Sint-Elisabethhuis,Alternative,Nederlands
42d5101d-67c4-5a1c-82ab-8ad54277ef1c,organisation,2,Mannenhuis,Alternative,Nederlands
42d5101d-67c4-5a1c-82ab-8ad54277ef1c,organisation,2,Sint Elisabethgasthuis,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat St. Jozef,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat Sint Joseph,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat Sint-Joseph,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat St. Joseph,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat Sint-Jozef,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Pensionaat Sint Jozef,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Klooster-pensionaat St. Jozef,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Sint-Jozef,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Klooster Heilige Maria Magdalena,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Klooster H. Maria Magdalena,Alternative,Nederlands
c85af1e7-af34-545c-b29a-42fc9e695190,organisation,2,Klooster-pensionaat Sint Jozef,Alternative,Nederlands
ca4373be-d2c5-536f-b270-2321e012b1e5,organisation,2,Maria Assumptaklooster,Alternative,Nederlands
ca4373be-d2c5-536f-b270-2321e012b1e5,organisation,2,Maria Assumpta,Alternative,Nederlands
ca4373be-d2c5-536f-b270-2321e012b1e5,organisation,2,Thomashuis,Alternative,Nederlands
ca4373be-d2c5-536f-b270-2321e012b1e5,organisation,2,Thomashuis Wagenberg,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,St. Thomasgesticht,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,Sint Thomasgesticht,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,Thomas-Gesticht,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,Gemeenschapshuis De Cour,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,Sint-Thomasgesticht,Alternative,Nederlands
54fb87e7-c810-543c-9c80-f73ec0567782,organisation,2,Sint Thomas,Alternative,Nederlands
62814707-912c-509d-ab9e-20fb36aea8a8,organisation,2,Retraitehuis Maranatha,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Sint-Jacobusstichting,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,St. Jacobusstichting,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Gezondheidskoloniehuis,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Sint Jacobusgesticht,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Sint Jacobusstichting,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Koloniehuis Huize Sint-Jozef,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Koloniehuis Huize Sint Jozef,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,St. Jacobusgesticht,Alternative,Nederlands
36b9bd68-f0f4-50b8-9c67-40dcf75df97b,organisation,2,Koloniehuis Huize St. Jozef,Alternative,Nederlands
778a9605-9db5-5ccd-a08a-4b2d02f772cf,organisation,2,Broederhuis Kafarnaüm,Alternative,Nederlands
778a9605-9db5-5ccd-a08a-4b2d02f772cf,organisation,2,Pelgrimshoeve Kafarnaüm,Alternative,Nederlands
778a9605-9db5-5ccd-a08a-4b2d02f772cf,organisation,2,Sint Jacobushoeve,Alternative,Nederlands
778a9605-9db5-5ccd-a08a-4b2d02f772cf,organisation,2,Sint-Jacobushoeve,Alternative,Nederlands
778a9605-9db5-5ccd-a08a-4b2d02f772cf,organisation,2,St. Jacobushoeve,Alternative,Nederlands
da001e5d-4020-5634-80d4-ff70aa9a5985,organisation,2,Gymnasium Augustinianum,Alternative,Nederlands
da001e5d-4020-5634-80d4-ff70aa9a5985,organisation,2,Onze-Lieve-Vrouw van Troost,Alternative,Nederlands
da001e5d-4020-5634-80d4-ff70aa9a5985,organisation,2,O.L. Vrouw van Troost,Alternative,Nederlands
da001e5d-4020-5634-80d4-ff70aa9a5985,organisation,2,Onze Lieve Vrouw van Troost,Alternative,Nederlands
6a99f407-6a95-58a2-b8eb-4f97f2849028,organisation,2,Rooms-Katholiek Binnenziekenhuis,Alternative,Nederlands
6a99f407-6a95-58a2-b8eb-4f97f2849028,organisation,2,R.K. Binnenziekenhuis,Alternative,Nederlands
6a99f407-6a95-58a2-b8eb-4f97f2849028,organisation,2,Catharina-ziekenhuis,Alternative,Nederlands
6a99f407-6a95-58a2-b8eb-4f97f2849028,organisation,2,Catharinaziekenhuis,Alternative,Nederlands
6a99f407-6a95-58a2-b8eb-4f97f2849028,organisation,2,Binnenziekenhuis,Alternative,Nederlands
a1ba8de5-e6cb-5db9-a59b-9492a3895d74,organisation,2,Fraterhuis O.L.V. van Altijddurende Bijstand,Alternative,Nederlands
a1ba8de5-e6cb-5db9-a59b-9492a3895d74,organisation,2,Fraterhuis OLV Altijddurende Bijstand,Alternative,Nederlands
a1ba8de5-e6cb-5db9-a59b-9492a3895d74,organisation,2,Fraterhuis Onze-Lieve-Vrouwe van de Altijddurende Bijstand,Alternative,Nederlands
784b02fb-9dea-5a84-982e-39e427be7275,organisation,2,landgoed De Heihoef,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Sint Elisabethklooster,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Klooster Sint Elisabeth,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Sint-Elisabethklooster,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Klooster Sint-Elisabeth,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,St. Elisabethklooster,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Villa Vijverhof,Alternative,Nederlands
c5dea0ef-63f1-5505-9ebe-f5d9952c45a5,organisation,2,Klooster St. Elisabeth,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Kloost Sint Jozef,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Kloost St. Jozef,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,St. Jozefklooster,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Kloost Sint-Jozef,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Sint-Jozefklooster,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,St. Jozefgesticht,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Sint Jozefgesticht,Alternative,Nederlands
69c81336-9908-561d-a2b7-5103a5735b4d,organisation,2,Sint Jozefklooster,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Beata Maria in Dumo,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Dumum,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Dumum Beatae Mariae,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Maria ten Hage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Augustijns Instituut,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,DOMUSDELA,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Marienhage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster Marinhage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster den Hage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster den Hooge,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster Den Haag,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Ons Lieven Vrouwe op die Haghe,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Die Haghe,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster Ten Hage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster Ten Haag,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Augustijnenklooster,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Mariënhage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Klooster Marienhage,Alternative,Nederlands
8dce2fdd-14a1-55ff-afc1-d6238785fc04,organisation,2,Augustinianum,Alternative,Nederlands
5a0f72e7-792b-5596-b861-dc29c7381ac6,organisation,2,Klooster Sint Angela,Alternative,Nederlands
5a0f72e7-792b-5596-b861-dc29c7381ac6,organisation,2,Huize Angela,Alternative,Nederlands
5a0f72e7-792b-5596-b861-dc29c7381ac6,organisation,2,Klooster St. Angela,Alternative,Nederlands
7824d8ad-0c02-52b5-8e4f-d687efabb5a7,organisation,2,Klooster St. Bernadette,Alternative,Nederlands
7824d8ad-0c02-52b5-8e4f-d687efabb5a7,organisation,2,Bernadetteklooster,Alternative,Nederlands
7824d8ad-0c02-52b5-8e4f-d687efabb5a7,organisation,2,Klooster Sint Bernadette,Alternative,Nederlands
a76225e1-24d6-5dd8-b747-4ff4b8aa9ac7,organisation,2,Klooster St. Jozef,Alternative,Nederlands
a76225e1-24d6-5dd8-b747-4ff4b8aa9ac7,organisation,2,Jozefklooster,Alternative,Nederlands
a76225e1-24d6-5dd8-b747-4ff4b8aa9ac7,organisation,2,Klooster Sint Jozef,Alternative,Nederlands
5094d4c8-a4be-5e5a-8dca-2924d5176c9f,organisation,2,Klooster Sint Theresia van het Kindje Jezus,Alternative,Nederlands
5094d4c8-a4be-5e5a-8dca-2924d5176c9f,organisation,2,Klooster St. Theresia van het Kindje Jezus,Alternative,Nederlands
5094d4c8-a4be-5e5a-8dca-2924d5176c9f,organisation,2,Tarcisiusschool,Alternative,Nederlands
6b3a6e8c-5fae-5e38-b164-9e607c42178d,organisation,2,Lazaristenhuis,Alternative,Nederlands
6b3a6e8c-5fae-5e38-b164-9e607c42178d,organisation,2,Sint Paulusklooster,Alternative,Nederlands
6b3a6e8c-5fae-5e38-b164-9e607c42178d,organisation,2,St. Paulusklooster,Alternative,Nederlands
d2f2ffda-d62a-5bf5-8dec-a6d69b81fbb9,organisation,2,Don Boscocomplex,Alternative,Nederlands
d2f2ffda-d62a-5bf5-8dec-a6d69b81fbb9,organisation,2,Gezellenhuis Ons Thuis,Alternative,Nederlands
d2f2ffda-d62a-5bf5-8dec-a6d69b81fbb9,organisation,2,Ons Thuis,Alternative,Nederlands
315ec1d5-e27a-5495-b08f-128a125ffbea,organisation,2,Klooster parochie St. Jozef Tivoli,Alternative,Nederlands
315ec1d5-e27a-5495-b08f-128a125ffbea,organisation,2,Rectoraat en klooster van de parochie Sint Jozef Tivoli,Alternative,Nederlands
315ec1d5-e27a-5495-b08f-128a125ffbea,organisation,2,Klooster parochie Sint Jozef Tivoli,Alternative,Nederlands
33ef5ba3-0ef4-5f6f-b39b-e8d35942d687,organisation,2,Sint Ignatiusgesticht,Alternative,Nederlands
33ef5ba3-0ef4-5f6f-b39b-e8d35942d687,organisation,2,Sint Ignatiusklooster,Alternative,Nederlands
33ef5ba3-0ef4-5f6f-b39b-e8d35942d687,organisation,2,Sint-Ignatiusklooster,Alternative,Nederlands
33ef5ba3-0ef4-5f6f-b39b-e8d35942d687,organisation,2,St. Ignatiusgesticht,Alternative,Nederlands
33ef5ba3-0ef4-5f6f-b39b-e8d35942d687,organisation,2,St. Ignatiusklooster,Alternative,Nederlands
32aab516-047e-5b61-b466-b6fa1fc39e19,organisation,2,Sint Ignatiusgesticht,Alternative,Nederlands
32aab516-047e-5b61-b466-b6fa1fc39e19,organisation,2,St. Ignatiusgesticht,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,Sint Theresiapension,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,Theresiapension,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,Sint Theresiapension en zusterhuis,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,Sint-Theresiapension,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,St. Theresiapension,Alternative,Nederlands
1cdd4a3d-38f3-56a6-9412-21f919f8d785,organisation,2,St. Theresiapension en zusterhuis,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Claraklooster,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Clarissenklooster 'Rapelenburg',Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Klooster Rapelenburg,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Sint Claraklooster,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Sint-Claraklooster,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,St. Claraklooster,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Klooster  Onbevlekte Ontvangenis,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,landgoed Rapelenburg,Alternative,Nederlands
b39cfb72-c820-5099-8264-c91130193deb,organisation,2,Clarissenklooster Maria Moeder van de Kerk,Alternative,Nederlands
7bf3b848-e9ed-5991-afce-e8011b804dde,organisation,2,Klooster Onze Lieve Vrouw Onbevlekt Ontvangen,Alternative,Nederlands
